Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:17:55,82,82.6,00:44,,1437,,10859.50,30.7,,
,00:17:56,82,82.4,00:44,,1437,,10881.90,30.7,,
,00:17:57,82,82.3,00:44,,1437,,10904.10,30.7,,
,00:17:58,82,82.6,00:44,,1436,,10926.70,30.6,,
,00:17:59,82,83.0,00:43,,1436,,10949.60,30.7,,
,00:18:00,82,83.5,00:43,,1433,,10975.40,30.7,,
,00:18:01,82,84.2,00:43,,1433,,10997.20,30.6,,
,00:18:02,82,84.9,00:42,,1433,,11023.88,30.6,,
,00:18:03,81,85.5,00:42,,1433,,11049.20,30.7,,
,00:18:04,81,86.2,00:42,,1432,,11074.60,30.6,,
,00:18:05,81,86.8,00:41,,1432,,11100.00,30.7,,
,00:18:06,80,87.2,00:41,,1431,,11125.40,30.6,,
,00:18:07,80,87.6,00:41,,1431,,11148.30,30.7,,
,00:18:08,80,87.9,00:41,,1431,,11174.97,30.8,,
,00:18:09,80,88.0,00:41,,1431,,11197.90,30.8,,
,00:18:10,79,87.8,00:41,,1430,,11224.58,30.6,,
,00:18:11,79,87.5,00:41,,1430,,11244.60,30.7,,
,00:18:12,79,86.9,00:41,,1430,,11267.80,30.6,,
,00:18:13,79,86.1,00:42,,1430,,11291.00,30.7,,
,00:18:14,79,85.1,00:42,,1429,,11313.50,30.7,,
,00:18:15,79,84.1,00:43,,1429,,11335.30,30.7,,
,00:18:16,79,83.0,00:43,,1429,,11359.00,30.6,,
,00:18:17,79,82.1,00:44,,1429,,11377.80,30.8,,
,00:18:18,79,81.3,00:44,,1429,,11398.70,30.7,,
,00:18:19,79,80.8,00:45,,1429,,11419.40,30.6,,
,00:18:20,80,80.6,00:45,,1431,,11443.00,30.6,,
,00:18:21,80,80.5,00:45,,1431,,11464.60,30.7,,
,00:18:22,80,80.7,00:45,,1431,,11486.20,30.6,,
,00:18:23,80,81.1,00:44,,1431,,11508.40,30.7,,
,00:18:24,81,81.5,00:44,,1432,,11530.90,30.7,,
,00:18:25,81,81.9,00:44,,1432,,11553.80,30.8,,
,00:18:26,81,82.2,00:44,,1432,,11576.80,30.7,,
,00:18:27,81,82.5,00:44,,1432,,11600.50,30.7,,
,00:18:28,80,82.6,00:44,,1430,,11624.00,30.8,,
,00:18:29,79,82.6,00:44,,1430,,11647.30,30.7,,
,00:18:30,79,82.5,00:44,,1428,,11670.50,30.7,,
,00:18:31,78,82.2,00:44,,1428,,11693.40,30.8,,
,00:18:32,78,81.6,00:44,,1425,,11716.00,30.8,,
,00:18:33,78,80.7,00:45,,1425,,11737.70,30.7,,
,00:18:34,78,79.4,00:45,,1423,,11758.90,30.7,,
,00:18:35,77,77.8,00:46,,1423,,11779.20,30.8,,
,00:18:36,78,75.8,00:48,,1422,,11799.00,30.8,,
,00:18:37,79,73.4,00:49,,1422,,11819.90,30.6,,
,00:18:38,80,70.9,00:51,,1420,,11837.50,30.8,,
,00:18:39,80,68.3,00:53,,1420,,11852.30,30.8,,
,00:18:40,81,65.7,00:55,,1419,,11869.30,30.7,,
,00:18:41,81,63.2,00:57,,1419,,11881.90,30.6,,
,00:18:42,82,60.8,00:59,,1417,,11895.60,30.8,,
,00:18:43,82,58.1,01:02,,1417,,11910.30,30.7,,
,00:18:44,82,55.3,01:05,,1417,,11922.40,30.8,,
,00:18:45,82,52.0,01:09,,1417,,11931.70,30.8,,
,00:18:46,82,48.2,01:15,,1416,,11939.00,30.7,,
,00:18:47,82,44.2,01:21,,1416,,11947.20,30.8,,
,00:18:48,82,40.0,01:30,,1416,,11956.60,30.7,,
,00:18:49,82,35.9,01:40,,1416,,11960.30,30.8,,
,00:18:50,82,31.8,01:53,,1415,,11965.90,30.8,,
,00:18:51,82,24.7,02:26,,1415,,11968.20,30.8,,
,00:18:52,82,20.9,02:52,,1414,,11968.20,30.8,,
,00:18:53,83,19.3,03:07,,1414,,11969.10,30.7,,
,00:18:54,84,19.3,03:07,,1414,,11971.80,30.8,,
,00:18:55,84,20.6,02:55,,1414,,11974.80,30.8,,
,00:18:56,84,21.6,02:47,,1414,,11979.00,30.8,,
,00:18:57,84,23.1,02:36,,1414,,11983.70,30.8,,
,00:18:58,84,24.4,02:28,,1414,,11990.70,30.8,,
,00:18:59,84,25.4,02:22,,1414,,11998.70,30.8,,
,00:19:00,83,25.9,02:19,,1414,,12006.70,30.7,,
,00:19:01,83,25.9,02:19,,1414,,12015.20,30.8,,
,00:19:02,83,25.8,02:20,,1412,,12023.30,30.8,,
,00:19:03,82,26.0,02:18,,1412,,12031.80,30.7,,
,00:19:04,82,26.8,02:14,,1412,,12040.20,30.8,,
,00:19:05,82,28.2,02:07,,1412,,12049.00,30.9,,
,00:19:06,82,30.3,01:59,,1412,,12058.40,30.9,,
,00:19:07,82,32.8,01:50,,1412,,12068.40,30.8,,
,00:19:08,82,35.6,01:41,,1412,,12079.40,31.0,,
,00:19:09,82,38.5,01:34,,1412,,12092.40,30.8,,
,00:19:10,82,41.5,01:27,,1412,,12106.60,30.8,,
,00:19:11,82,44.6,01:21,,1412,,12122.70,30.8,,
,00:19:12,82,47.6,01:16,,1412,,12140.10,30.9,,
,00:19:13,82,50.3,01:12,,1412,,12158.20,30.8,,
,00:19:14,82,52.6,01:08,,1413,,12176.30,30.8,,
,00:19:15,82,54.8,01:06,,1413,,12194.70,30.8,,
,00:19:16,82,56.6,01:04,,1414,,12213.10,30.8,,
,00:19:17,81,58.0,01:02,,1414,,12232.30,30.9,,
,00:19:18,81,59.2,01:01,,1415,,12251.20,30.8,,
,00:19:19,81,60.3,01:00,,1415,,12269.50,30.8,,
,00:19:20,81,61.3,00:59,,1415,,12287.80,30.8,,
,00:19:21,80,62.5,00:58,,1415,,12305.80,30.9,,
,00:19:22,80,63.6,00:57,,1415,,12324.60,30.9,,
,00:19:23,80,64.8,00:56,,1415,,12344.10,31.0,,
,00:19:24,80,66.1,00:55,,1417,,12363.30,30.8,,
,00:19:25,79,67.2,00:54,,1417,,12385.10,30.8,,
,00:19:26,80,68.6,00:53,,1419,,12402.60,30.9,,
,00:19:27,80,70.2,00:51,,1419,,12423.00,30.7,,
,00:19:28,81,72.0,00:50,,1419,,12445.40,30.8,,
,00:19:29,81,73.8,00:49,,1419,,12470.20,30.8,,
,00:19:30,81,75.3,00:48,,1417,,12494.00,30.9,,
,00:19:31,82,76.0,00:47,,1417,,12517.20,30.8,,
,00:19:32,82,76.4,00:47,,1417,,12539.70,30.8,,
,00:19:33,82,76.1,00:47,,1417,,12562.80,30.9,,
,00:19:34,82,75.4,00:48,,1416,,12583.30,30.8,,
,00:19:35,82,74.6,00:48,,1416,,12606.70,31.0,,
,00:19:36,82,73.7,00:49,,1414,,12627.30,30.8,,
,00:19:37,82,72.8,00:49,,1414,,12646.60,30.8,,
,00:19:38,82,72.0,00:50,,1414,,12663.30,31.0,,
,00:19:39,81,71.2,00:51,,1414,,12681.70,30.8,,
,00:19:40,80,70.2,00:51,,1414,,12699.60,30.8,,
,00:19:41,80,69.0,00:52,,1414,,12717.50,30.8,,
,00:19:42,79,67.4,00:53,,1414,,12734.70,30.9,,
,00:19:43,80,65.5,00:55,,1414,,12751.00,30.8,,
,00:19:44,80,63.3,00:57,,1412,,12764.60,30.9,,
,00:19:45,80,60.8,00:59,,1412,,12781.00,30.9,,
,00:19:46,81,58.4,01:02,,1412,,12794.30,30.8,,
,00:19:47,81,56.2,01:04,,1412,,12805.70,30.9,,
,00:19:48,81,54.3,01:06,,1411,,12817.50,30.9,,
,00:19:49,80,52.8,01:08,,1411,,12830.60,30.9,,
,00:19:50,80,51.8,01:10,,1411,,12842.30,31.0,,
,00:19:51,79,51.0,01:11,,1411,,12854.40,30.8,,
,00:19:52,78,50.6,01:11,,1410,,12866.50,30.9,,
,00:19:53,77,50.6,01:11,,1410,,12880.90,30.8,,
,00:19:54,76,50.8,01:11,,1410,,12892.30,31.0,,
,00:19:55,76,51.4,01:10,,1410,,12904.90,30.9,,
,00:19:56,76,52.5,01:09,,1408,,12922.80,30.9,,
,00:19:57,77,53.7,01:07,,1408,,12938.50,30.9,,
,00:19:58,77,55.2,01:05,,1408,,12951.50,31.0,,
,00:19:59,77,56.9,01:03,,1408,,12968.30,30.9,,
,00:20:00,78,58.5,01:02,,1408,,12985.80,30.9,,
,00:20:01,79,60.1,01:00,,1408,,13006.20,30.9,,
,00:20:02,79,61.7,00:58,,1408,,13023.60,30.9,,
,00:20:03,80,63.0,00:57,,1408,,13042.80,30.9,,
,00:20:04,80,64.0,00:56,,1408,,13064.10,30.9,,
,00:20:05,80,64.6,00:56,,1408,,13084.40,31.0,,
,00:20:06,80,64.8,00:56,,1408,,13103.80,30.9,,
,00:20:07,79,64.7,00:56,,1408,,13122.70,30.9,,
,00:20:08,79,64.4,00:56,,1408,,13143.20,30.9,,
,00:20:09,79,63.9,00:56,,1408,,13159.60,31.0,,
,00:20:10,79,63.3,00:57,,1408,,13177.30,31.0,,
,00:20:11,79,62.4,00:58,,1408,,13196.30,30.9,,
,00:20:12,80,61.1,00:59,,1408,,13212.70,31.0,,
,00:20:13,80,59.2,01:01,,1408,,13227.90,31.0,,
,00:20:14,80,57.0,01:03,,1410,,13240.10,30.9,,
,00:20:15,80,54.8,01:06,,1410,,13253.00,31.0,,
,00:20:16,80,53.0,01:08,,1410,,13265.70,30.9,,
,00:20:17,80,51.6,01:10,,1410,,13277.30,31.0,,
,00:20:18,80,51.2,01:10,,1411,,13291.30,31.0,,
,00:20:19,80,51.6,01:10,,1411,,13301.80,31.0,,
,00:20:20,80,52.5,01:09,,1411,,13313.40,30.9,,
,00:20:21,80,53.8,01:07,,1411,,13327.30,30.9,,
,00:20:22,80,55.3,01:05,,1411,,13343.90,31.0,,
,00:20:23,80,56.8,01:03,,1411,,13359.10,31.0,,
,00:20:24,81,58.1,01:02,,1412,,13378.70,30.9,,
,00:20:25,81,59.3,01:01,,1412,,13398.60,31.0,,
,00:20:26,81,60.2,01:00,,1412,,13416.20,31.0,,
,00:20:27,80,60.5,00:59,,1412,,13435.10,31.0,,
,00:20:28,80,60.1,01:00,,1413,,13454.00,30.8,,
,00:20:29,80,59.0,01:01,,1413,,13472.70,30.9,,
,00:20:30,80,57.0,01:03,,1414,,13488.40,30.9,,
,00:20:31,80,53.8,01:07,,1414,,13500.70,30.9,,
,00:20:32,79,49.5,01:13,,1414,,13514.30,30.9,,
,00:20:33,78,44.8,01:20,,1414,,13521.60,30.9,,
,00:20:34,77,39.8,01:30,,1415,,13527.70,30.9,,
,00:20:35,77,34.5,01:44,,1415,,13532.20,30.8,,
,00:20:36,77,24.4,02:27,,1415,,13534.10,30.9,,
,00:20:37,78,18.8,03:12,,1415,,13534.10,30.9,,
,00:20:38,78,14.3,04:12,,1415,,13534.10,30.9,,
,00:20:39,78,10.8,05:34,,1415,,13534.10,31.0,,
,00:20:40,79,7.7,07:46,,1415,,13534.10,30.9,,
,00:20:41,79,7.1,08:26,,1415,,13534.10,30.9,,
,00:20:42,80,0.0,00:00,,1415,,13534.10,30.9,,
,00:20:43,80,0.0,00:00,,1415,,13534.10,30.9,,
,00:20:44,80,0.0,00:00,,1415,,13534.10,31.0,,
,00:20:45,80,0.0,00:00,,1415,,13534.10,30.9,,
,00:20:46,80,0.0,00:00,,1414,,13534.10,30.9,,
,00:20:47,80,0.0,00:00,,1414,,13534.10,31.0,,
,00:20:48,81,0.0,00:00,,1414,,13534.10,31.0,,
,00:20:49,81,0.0,00:00,,1414,,13534.10,31.0,,
,00:20:50,82,0.0,00:00,,1414,,13534.10,31.0,,
,00:20:51,82,0.0,00:00,,1414,,13534.10,31.0,,
,00:20:52,82,0.0,00:00,,1414,,13534.10,31.0,,
,00:20:53,82,0.0,00:00,,1414,,13534.10,31.0,,
,00:20:54,81,0.0,00:00,,1414,,13534.10,31.1,,
,00:20:55,80,0.0,00:00,,1414,,13534.10,31.0,,
,00:20:56,80,0.0,00:00,,1414,,13534.10,30.9,,
,00:20:57,79,0.0,00:00,,1414,,13534.10,30.9,,
,00:20:58,79,0.0,00:00,,1414,,13534.10,31.0,,
,00:20:59,79,0.0,00:00,,1414,,13534.10,31.0,,
,00:21:00,79,0.0,00:00,,1414,,13534.10,31.0,,
,00:21:01,79,7.9,07:36,,1414,,13534.10,31.0,,
,00:21:02,78,13.1,04:34,,1414,,13534.10,30.9,,
,00:21:03,78,17.2,03:29,,1414,,13534.10,31.0,,
,00:21:04,78,19.9,03:01,,1414,,13534.10,31.0,,
,00:21:05,78,20.9,02:52,,1414,,13534.10,31.0,,
,00:21:06,77,21.3,02:49,,1414,,13537.90,31.0,,
,00:21:07,77,20.8,02:53,,1414,,13546.10,31.0,,
,00:21:08,76,20.0,03:00,,1414,,13554.20,31.0,,
,00:21:09,76,19.5,03:05,,1414,,13562.00,31.0,,
,00:21:10,76,20.7,02:54,,1414,,13569.40,31.1,,
,00:21:11,75,23.0,02:36,,1414,,13576.00,31.0,,
,00:21:12,74,26.5,02:16,,1414,,13583.50,31.0,,
,00:21:13,74,30.0,02:00,,1414,,13591.90,30.8,,
,00:21:14,75,33.3,01:48,,1414,,13601.20,31.0,,
,00:21:15,75,35.9,01:40,,1414,,13610.80,30.9,,
,00:21:16,76,36.3,01:39,,1414,,13622.40,31.0,,
,00:21:17,76,36.9,01:38,,1414,,13636.20,31.0,,
,00:21:18,76,37.4,01:36,,1414,,13652.50,31.0,,
,00:21:19,76,37.9,01:35,,1414,,13668.20,31.0,,
,00:21:20,76,38.2,01:34,,1414,,13683.10,31.0,,
,00:21:21,76,38.6,01:33,,1414,,13696.20,31.0,,
,00:21:22,76,38.8,01:33,,1414,,13710.20,31.0,,
,00:21:23,77,38.8,01:33,,1414,,13722.90,31.0,,
,00:21:24,77,38.4,01:34,,1414,,13734.80,30.9,,
,00:21:25,78,37.6,01:36,,1414,,13746.10,31.0,,
,00:21:26,79,36.1,01:40,,1414,,13753.70,31.0,,
,00:21:27,79,32.6,01:50,,1414,,13758.90,31.0,,
,00:21:28,79,29.2,02:03,,1413,,13763.60,31.0,,
,00:21:29,80,26.4,02:17,,1413,,13766.10,30.9,,
,00:21:30,80,24.2,02:29,,1413,,13769.10,31.0,,
,00:21:31,80,23.3,02:35,,1413,,13771.00,31.0,,
,00:21:32,80,23.9,02:31,,1413,,13772.60,31.0,,
,00:21:33,80,26.0,02:18,,1413,,13777.10,31.0,,
,00:21:34,80,29.2,02:03,,1413,,13782.80,31.1,,
,00:21:35,81,33.4,01:48,,1413,,13792.70,31.0,,
,00:21:36,82,37.8,01:35,,1413,,13806.70,31.0,,
,00:21:37,83,41.6,01:27,,1413,,13822.40,31.0,,
,00:21:38,84,44.6,01:21,,1411,,13839.90,31.0,,
,00:21:39,84,46.7,01:17,,1411,,13857.50,31.0,,
,00:21:40,84,48.3,01:15,,1411,,13875.10,31.0,,
,00:21:41,84,49.4,01:13,,1411,,13893.60,31.0,,
,00:21:42,85,50.1,01:12,,1411,,13910.40,31.0,,
,00:21:43,86,50.6,01:11,,1411,,13926.50,30.9,,
,00:21:44,86,51.1,01:10,,1411,,13942.80,31.1,,
,00:21:45,87,51.6,01:10,,1411,,13957.80,31.1,,
,00:21:46,87,51.7,01:10,,1411,,13972.40,31.1,,
,00:21:47,87,51.9,01:09,,1411,,13987.10,31.0,,
,00:21:48,87,52.0,01:09,,1411,,14001.50,31.0,,
,00:21:49,87,52.1,01:09,,1411,,14017.60,31.0,,
,00:21:50,87,52.2,01:09,,1411,,14032.80,31.1,,
,00:21:51,86,52.6,01:08,,1411,,14047.50,31.1,,
,00:21:52,86,52.9,01:08,,1411,,14061.00,31.1,,
,00:21:53,85,52.9,01:08,,1411,,14076.60,30.9,,
,00:21:54,85,52.7,01:08,,1412,,14091.10,31.0,,
,00:21:55,85,52.3,01:09,,1412,,14104.90,31.0,,
,00:21:56,84,51.5,01:10,,1412,,14118.40,31.0,,
,00:21:57,84,50.6,01:11,,1412,,14132.20,31.0,,
,00:21:58,84,49.8,01:12,,1412,,14144.00,31.0,,
,00:21:59,83,48.7,01:14,,1412,,14156.40,31.0,,
,00:22:00,82,47.7,01:16,,1412,,14168.50,31.1,,
,00:22:01,83,46.4,01:18,,1412,,14181.40,31.0,,
,00:22:02,83,44.8,01:20,,1412,,14192.20,31.0,,
,00:22:03,84,42.4,01:25,,1412,,14202.50,31.2,,
,00:22:04,85,39.3,01:32,,1412,,14211.40,31.0,,
,00:22:05,87,35.2,01:42,,1412,,14218.10,30.9,,
,00:22:06,86,25.1,02:24,,1412,,14222.40,30.9,,
,00:22:07,86,17.6,03:25,,1412,,14223.60,31.1,,
,00:22:08,86,11.8,05:06,,1412,,14223.60,30.9,,
,00:22:09,86,7.4,08:08,,1412,,14223.60,31.0,,
,00:22:10,86,4.1,14:40,,1412,,14223.60,31.1,,
,00:22:11,86,0.0,00:00,,1412,,14223.60,31.0,,
,00:22:12,86,0.0,00:00,,1412,,14223.60,31.0,,
,00:22:13,86,0.0,00:00,,1412,,14223.60,31.0,,
,00:22:14,86,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:15,85,0.0,00:00,,1411,,14223.60,31.1,,
,00:22:16,85,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:17,85,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:18,84,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:19,84,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:20,83,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:21,82,0.0,00:00,,1411,,14223.60,31.1,,
,00:22:22,82,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:23,81,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:24,81,0.0,00:00,,1411,,14223.60,31.1,,
,00:22:25,80,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:26,80,0.0,00:00,,1411,,14223.60,31.1,,
,00:22:27,80,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:28,79,0.0,00:00,,1411,,14223.60,31.0,,
,00:22:29,79,0.0,00:00,,1411,,14223.60,31.1,,
,00:22:30,79,9.9,06:04,,1411,,14223.60,31.0,,
,00:22:31,79,15.6,03:51,,1411,,14223.60,31.1,,
,00:22:32,79,19.4,03:06,,1411,,14223.60,31.0,,
,00:22:33,78,21.3,02:49,,1411,,14223.60,31.1,,
,00:22:34,78,22.6,02:39,,1411,,14223.60,31.0,,
,00:22:35,78,24.4,02:28,,1411,,14228.10,31.1,,
,00:22:36,78,27.0,02:13,,1411,,14238.40,31.0,,
,00:22:37,79,30.1,02:00,,1411,,14250.50,31.1,,
,00:22:38,79,33.6,01:47,,1411,,14264.30,31.0,,
,00:22:39,80,36.9,01:37,,1411,,14280.30,31.0,,
,00:22:40,80,39.9,01:30,,1411,,14293.10,31.1,,
,00:22:41,81,42.0,01:26,,1411,,14307.60,31.0,,
,00:22:42,81,43.4,01:23,,1412,,14322.40,31.0,,
,00:22:43,82,43.9,01:22,,1412,,14337.40,31.1,,
,00:22:44,82,43.3,01:23,,1412,,14351.70,31.1,,
,00:22:45,83,43.0,01:24,,1412,,14365.10,31.0,,
,00:22:46,83,42.5,01:25,,1413,,14377.80,31.1,,
,00:22:47,83,41.6,01:26,,1413,,14389.30,31.0,,
,00:22:48,83,40.7,01:28,,1413,,14398.70,31.1,,
,00:22:49,82,39.9,01:30,,1413,,14409.60,31.1,,
,00:22:50,81,39.3,01:32,,1413,,14419.00,31.0,,
,00:22:51,80,39.0,01:32,,1413,,14428.40,31.1,,
,00:22:52,79,39.0,01:32,,1413,,14438.30,31.1,,
,00:22:53,78,39.0,01:32,,1413,,14449.90,31.1,,
,00:22:54,78,39.1,01:32,,1413,,14459.90,31.1,,
,00:22:55,78,39.5,01:31,,1413,,14471.30,31.1,,
,00:22:56,78,39.9,01:30,,1413,,14483.20,31.1,,
,00:22:57,78,39.8,01:30,,1413,,14495.30,31.1,,
,00:22:58,78,39.3,01:32,,1413,,14506.80,31.1,,
,00:22:59,78,38.9,01:33,,1413,,14517.70,31.1,,
,00:23:00,77,38.5,01:33,,1413,,14528.10,31.0,,
,00:23:01,77,38.4,01:34,,1413,,14538.20,31.0,,
,00:23:02,77,38.7,01:33,,1413,,14547.30,31.0,,
,00:23:03,76,39.3,01:32,,1413,,14560.20,31.1,,
,00:23:04,76,40.2,01:30,,1413,,14570.10,31.1,,
,00:23:05,75,41.2,01:27,,1413,,14581.70,31.1,,
,00:23:06,75,42.2,01:25,,1413,,14593.90,31.0,,
,00:23:07,75,43.3,01:23,,1413,,14606.60,31.2,,
,00:23:08,74,44.7,01:21,,1413,,14620.30,31.1,,
,00:23:09,76,46.0,01:18,,1413,,14634.80,31.1,,
,00:23:10,77,47.4,01:16,,1414,,14649.70,31.1,,
,00:23:11,78,48.6,01:14,,1414,,14664.80,31.1,,
,00:23:12,78,49.6,01:13,,1414,,14679.20,31.0,,
,00:23:13,79,50.1,01:12,,1414,,14695.60,31.0,,
,00:23:14,79,50.1,01:12,,1414,,14710.80,31.1,,
,00:23:15,79,49.4,01:13,,1414,,14725.40,31.2,,
,00:23:16,80,48.0,01:15,,1414,,14739.20,31.1,,
,00:23:17,80,45.9,01:18,,1414,,14751.50,31.1,,
,00:23:18,80,43.1,01:23,,1414,,14762.10,31.1,,
,00:23:19,81,39.9,01:30,,1414,,14770.90,31.1,,
,00:23:20,81,36.3,01:39,,1414,,14777.90,31.1,,
,00:23:21,80,32.6,01:50,,1414,,14783.10,31.1,,
,00:23:22,80,25.3,02:22,,1414,,14786.80,31.1,,
,00:23:23,80,20.4,02:57,,1414,,14788.30,31.1,,
,00:23:24,79,15.8,03:47,,1414,,14789.20,31.1,,
,00:23:25,79,11.8,05:04,,1414,,14789.20,31.1,,
,00:23:26,79,8.5,07:04,,1414,,14789.20,31.1,,
,00:23:27,79,5.8,10:17,,1414,,14789.20,31.2,,
,00:23:28,79,3.6,16:32,,1414,,14789.20,31.1,,
,00:23:29,79,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:30,78,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:31,78,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:32,77,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:33,77,0.0,00:00,,1414,,14789.20,31.2,,
,00:23:34,77,0.0,00:00,,1414,,14789.20,31.2,,
,00:23:35,77,0.0,00:00,,1414,,14789.20,31.2,,
,00:23:36,77,0.4,153:51,,1414,,14789.20,31.2,,
,00:23:37,77,0.0,00:00,,1414,,14789.20,31.2,,
,00:23:38,77,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:39,77,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:40,77,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:41,77,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:42,77,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:43,78,0.0,00:00,,1414,,14789.20,31.1,,
,00:23:44,78,0.0,00:00,,1414,,14789.20,31.2,,
,00:23:45,78,0.0,00:00,,1414,,14789.20,31.2,,
,00:23:46,79,1.5,40:49,,1414,,14789.20,31.3,,
,00:23:47,79,3.5,17:06,,1414,,14789.20,31.1,,
,00:23:48,79,6.6,09:04,,1414,,14789.20,31.2,,
,00:23:49,80,10.8,05:35,,1414,,14789.20,31.1,,
,00:23:50,81,14.0,04:17,,1414,,14789.20,31.1,,
,00:23:51,82,17.7,03:24,,1414,,14789.20,31.2,,
,00:23:52,83,21.0,02:52,,1414,,14789.70,31.1,,
,00:23:53,84,23.8,02:31,,1414,,14798.20,31.1,,
,00:23:54,85,26.1,02:18,,1414,,14808.30,31.1,,
,00:23:55,86,27.6,02:10,,1414,,14817.80,31.2,,
,00:23:56,86,28.4,02:07,,1414,,14828.30,31.2,,
,00:23:57,87,28.9,02:05,,1414,,14839.80,31.1,,
,00:23:58,87,29.0,02:04,,1414,,14850.10,31.2,,
,00:23:59,86,29.1,02:04,,1414,,14860.00,31.2,,
,00:24:00,86,29.2,02:03,,1415,,14869.90,31.1,,
,00:24:01,86,29.3,02:03,,1415,,14879.50,31.2,,
,00:24:02,86,29.5,02:02,,1415,,14888.90,31.1,,
,00:24:03,86,30.0,02:00,,1415,,14897.80,31.1,,
,00:24:04,85,30.7,01:57,,1416,,14908.70,31.2,,
,00:24:05,85,31.8,01:53,,1416,,14919.40,31.1,,
,00:24:06,84,33.1,01:49,,1416,,14930.40,31.1,,
,00:24:07,84,34.5,01:44,,1416,,14942.40,31.2,,
,00:24:08,84,35.9,01:40,,1416,,14954.30,31.2,,
,00:24:09,83,37.3,01:36,,1416,,14967.50,31.1,,
,00:24:10,83,38.5,01:34,,1416,,14981.70,31.2,,
,00:24:11,83,39.8,01:30,,1416,,14997.20,31.2,,
,00:24:12,83,41.9,01:26,,1416,,15011.50,31.2,,
,00:24:13,82,43.2,01:23,,1416,,15024.70,31.1,,
,00:24:14,82,44.1,01:22,,1416,,15039.80,31.2,,
,00:24:15,82,44.9,01:20,,1416,,15052.10,31.1,,
,00:24:16,82,45.6,01:19,,1417,,15065.60,31.1,,
,00:24:17,82,46.5,01:17,,1417,,15081.80,31.2,,
,00:24:18,81,47.1,01:16,,1417,,15096.20,31.2,,
,00:24:19,81,47.7,01:15,,1417,,15109.90,31.1,,
,00:24:20,81,48.2,01:15,,1417,,15122.30,31.3,,
,00:24:21,80,48.7,01:14,,1417,,15136.40,31.2,,
,00:24:22,80,48.9,01:14,,1417,,15152.10,31.2,,
,00:24:23,79,49.0,01:13,,1417,,15163.70,31.3,,
,00:24:24,79,48.8,01:14,,1417,,15180.40,31.3,,
,00:24:25,79,48.0,01:15,,1417,,15194.10,31.2,,
,00:24:26,79,46.4,01:18,,1417,,15205.40,31.1,,
,00:24:27,78,44.3,01:21,,1417,,15216.30,31.3,,
,00:24:28,79,41.4,01:27,,1417,,15225.80,31.1,,
,00:24:29,79,38.0,01:35,,1417,,15234.70,31.2,,
,00:24:30,79,34.4,01:45,,1416,,15241.40,31.1,,
,00:24:31,79,26.7,02:15,,1416,,15246.10,31.3,,
,00:24:32,78,20.9,02:52,,1416,,15249.60,31.1,,
,00:24:33,78,16.0,03:45,,1416,,15249.60,31.1,,
,00:24:34,78,11.8,05:06,,1415,,15249.60,31.3,,
,00:24:35,78,8.2,07:21,,1415,,15249.60,31.1,,
,00:24:36,78,7.5,07:58,,1414,,15249.60,31.3,,
,00:24:37,78,3.5,17:06,,1414,,15249.60,31.2,,
,00:24:38,78,2.8,21:12,,1414,,15249.60,31.3,,
,00:24:39,78,2.6,23:15,,1414,,15249.60,31.3,,
,00:24:40,78,2.6,23:15,,1414,,15249.60,31.2,,
,00:24:41,78,3.1,19:36,,1414,,15249.60,31.3,,
,00:24:42,78,8.9,06:46,,1414,,15249.60,31.3,,
,00:24:43,78,13.6,04:25,,1414,,15249.60,31.2,,
,00:24:44,78,16.3,03:41,,1414,,15249.60,31.3,,
,00:24:45,79,17.9,03:21,,1414,,15249.60,31.2,,
,00:24:46,79,18.0,03:20,,1414,,15252.70,31.1,,
,00:24:47,79,18.2,03:18,,1414,,15258.90,31.2,,
,00:24:48,79,17.9,03:22,,1414,,15264.80,31.3,,
,00:24:49,79,17.8,03:23,,1414,,15272.00,31.3,,
,00:24:50,79,17.8,03:23,,1414,,15277.60,31.3,,
,00:24:51,79,18.0,03:20,,1414,,15284.80,31.2,,
,00:24:52,80,18.5,03:14,,1414,,15290.60,31.3,,
,00:24:53,80,19.0,03:09,,1414,,15296.20,31.2,,
,00:24:54,80,20.0,03:00,,1414,,15303.10,31.3,,
,00:24:55,80,20.6,02:55,,1414,,15309.90,31.3,,
,00:24:56,80,20.6,02:55,,1414,,15316.20,31.2,,
