Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:24:57,80,19.2,03:08,,1414,,15321.70,31.3,,
,00:24:58,80,17.2,03:29,,1413,,15326.20,31.3,,
,00:24:59,80,15.5,03:53,,1413,,15331.50,31.3,,
,00:25:00,80,14.3,04:12,,1413,,15334.80,31.2,,
,00:25:01,79,14.1,04:15,,1413,,15338.00,31.4,,
,00:25:02,79,14.8,04:04,,1412,,15342.10,31.3,,
,00:25:03,78,15.2,03:56,,1412,,15344.80,31.2,,
,00:25:04,78,20.0,03:00,,1412,,15348.50,31.3,,
,00:25:05,77,23.0,02:37,,1412,,15353.30,31.2,,
,00:25:06,77,26.0,02:18,,1412,,15360.50,31.2,,
,00:25:07,78,28.8,02:05,,1412,,15368.90,31.3,,
,00:25:08,78,29.1,02:04,,1412,,15378.00,31.3,,
,00:25:09,79,29.9,02:00,,1412,,15387.60,31.3,,
,00:25:10,80,30.8,01:57,,1412,,15398.40,31.3,,
,00:25:11,81,31.6,01:54,,1412,,15409.40,31.3,,
,00:25:12,81,32.1,01:52,,1412,,15420.20,31.3,,
,00:25:13,82,32.3,01:51,,1412,,15431.00,31.2,,
,00:25:14,82,32.2,01:52,,1412,,15442.10,31.3,,
,00:25:15,83,32.0,01:53,,1412,,15452.20,31.3,,
,00:25:16,83,31.9,01:53,,1411,,15460.90,31.3,,
,00:25:17,83,31.7,01:53,,1411,,15469.80,31.3,,
,00:25:18,83,31.4,01:55,,1411,,15477.60,31.2,,
,00:25:19,84,30.9,01:57,,1411,,15486.60,31.3,,
,00:25:20,84,29.9,02:00,,1410,,15494.20,31.3,,
,00:25:21,84,28.5,02:07,,1410,,15501.10,31.3,,
,00:25:22,84,27.0,02:13,,1410,,15506.70,31.3,,
,00:25:23,83,26.0,02:18,,1410,,15510.80,31.3,,
,00:25:24,82,26.0,02:18,,1410,,15515.30,31.3,,
,00:25:25,81,27.2,02:13,,1410,,15521.40,31.3,,
,00:25:26,80,29.6,02:01,,1408,,15528.70,31.3,,
,00:25:27,79,32.8,01:50,,1408,,15537.40,31.3,,
,00:25:28,78,36.2,01:39,,1408,,15546.40,31.3,,
,00:25:29,79,39.6,01:31,,1408,,15558.90,31.3,,
,00:25:30,80,42.6,01:25,,1408,,15574.90,31.3,,
,00:25:31,81,45.0,01:20,,1408,,15592.70,31.3,,
,00:25:32,82,46.9,01:17,,1408,,15610.30,31.4,,
,00:25:33,82,48.4,01:14,,1408,,15626.30,31.3,,
,00:25:34,83,49.6,01:13,,1408,,15643.10,31.3,,
,00:25:35,83,50.7,01:11,,1408,,15659.30,31.3,,
,00:25:36,84,51.6,01:10,,1408,,15675.40,31.3,,
,00:25:37,84,52.3,01:09,,1408,,15690.80,31.4,,
,00:25:38,84,52.9,01:08,,1408,,15706.30,31.3,,
,00:25:39,84,53.4,01:07,,1408,,15721.30,31.3,,
,00:25:40,84,53.7,01:07,,1408,,15734.90,31.3,,
,00:25:41,84,53.7,01:07,,1408,,15751.80,31.3,,
,00:25:42,83,53.5,01:07,,1407,,15770.40,31.3,,
,00:25:43,83,52.8,01:08,,1407,,15785.40,31.3,,
,00:25:44,83,51.7,01:10,,1407,,15798.20,31.3,,
,00:25:45,83,50.0,01:12,,1407,,15811.50,31.3,,
,00:25:46,82,47.8,01:15,,1406,,15823.30,31.4,,
,00:25:47,82,45.6,01:19,,1406,,15835.60,31.4,,
,00:25:48,82,43.6,01:23,,1406,,15844.50,31.3,,
,00:25:49,82,41.7,01:26,,1406,,15854.90,31.4,,
,00:25:50,82,40.2,01:30,,1406,,15862.20,31.4,,
,00:25:51,82,39.2,01:32,,1406,,15868.70,31.4,,
,00:25:52,82,38.4,01:34,,1406,,15876.70,31.3,,
,00:25:53,81,37.7,01:36,,1406,,15886.60,31.5,,
,00:25:54,81,37.1,01:37,,1403,,15895.10,31.3,,
,00:25:55,81,36.4,01:39,,1403,,15903.80,31.5,,
,00:25:56,81,35.2,01:42,,1403,,15911.70,31.4,,
,00:25:57,81,33.6,01:47,,1403,,15921.40,31.5,,
,00:25:58,81,31.7,01:54,,1403,,15928.80,31.3,,
,00:25:59,81,29.5,02:02,,1403,,15934.50,31.4,,
,00:26:00,82,27.6,02:11,,1403,,15939.40,31.5,,
,00:26:01,82,26.3,02:17,,1403,,15943.60,31.4,,
,00:26:02,82,25.6,02:21,,1403,,15947.90,31.3,,
,00:26:03,83,25.3,02:23,,1403,,15952.50,31.3,,
,00:26:04,84,25.0,02:24,,1403,,15956.60,31.4,,
,00:26:05,85,24.6,02:27,,1403,,15960.60,31.3,,
,00:26:06,85,23.8,02:32,,1403,,15965.10,31.5,,
,00:26:07,85,23.0,02:37,,1403,,15970.70,31.4,,
,00:26:08,86,22.6,02:39,,1403,,15976.90,31.5,,
,00:26:09,86,23.0,02:37,,1403,,15983.70,31.4,,
,00:26:10,85,24.1,02:29,,1403,,15990.90,31.4,,
,00:26:11,85,25.9,02:19,,1403,,15998.70,31.5,,
,00:26:12,84,28.2,02:08,,1403,,16007.30,31.4,,
,00:26:13,84,30.2,01:59,,1403,,16016.70,31.5,,
,00:26:14,83,31.7,01:53,,1402,,16027.50,31.4,,
,00:26:15,82,32.5,01:51,,1402,,16038.50,31.4,,
,00:26:16,81,32.3,01:51,,1402,,16049.60,31.4,,
,00:26:17,81,31.3,01:55,,1402,,16059.90,31.3,,
,00:26:18,80,29.8,02:01,,1402,,16068.90,31.4,,
,00:26:19,80,28.2,02:08,,1402,,16076.70,31.5,,
,00:26:20,80,26.6,02:15,,1402,,16083.30,31.5,,
,00:26:21,80,25.4,02:22,,1402,,16088.90,31.5,,
,00:26:22,80,24.6,02:26,,1401,,16093.40,31.5,,
,00:26:23,81,24.4,02:27,,1401,,16097.60,31.3,,
,00:26:24,81,25.1,02:23,,1400,,16103.00,31.5,,
,00:26:25,81,26.9,02:14,,1400,,16109.50,31.4,,
,00:26:26,81,29.5,02:02,,1400,,16118.10,31.4,,
,00:26:27,81,32.7,01:50,,1400,,16128.90,31.4,,
,00:26:28,82,36.3,01:39,,1400,,16141.70,31.3,,
,00:26:29,83,39.9,01:30,,1400,,16157.30,31.5,,
,00:26:30,83,43.1,01:23,,1400,,16172.10,31.5,,
,00:26:31,83,45.8,01:19,,1400,,16190.90,31.5,,
,00:26:32,83,47.8,01:15,,1400,,16207.30,31.4,,
,00:26:33,83,48.9,01:14,,1400,,16224.80,31.4,,
,00:26:34,84,49.5,01:13,,1400,,16241.90,31.4,,
,00:26:35,84,49.4,01:13,,1400,,16259.20,31.5,,
,00:26:36,85,49.1,01:13,,1400,,16272.70,31.4,,
,00:26:37,85,48.6,01:14,,1400,,16286.80,31.4,,
,00:26:38,85,48.0,01:15,,1400,,16298.60,31.4,,
,00:26:39,85,47.0,01:17,,1400,,16312.20,31.5,,
,00:26:40,86,45.4,01:19,,1400,,16322.50,31.5,,
,00:26:41,86,43.1,01:24,,1400,,16333.80,31.5,,
,00:26:42,86,40.2,01:30,,1400,,16342.70,31.5,,
,00:26:43,86,37.0,01:37,,1400,,16349.90,31.5,,
,00:26:44,86,33.8,01:46,,1398,,16354.50,31.5,,
,00:26:45,86,31.1,01:56,,1398,,16361.30,31.6,,
,00:26:46,87,29.1,02:04,,1396,,16366.60,31.5,,
,00:26:47,89,27.8,02:10,,1396,,16370.50,31.5,,
,00:26:48,88,26.9,02:14,,1395,,16374.60,31.5,,
,00:26:49,90,26.3,02:17,,1395,,16378.80,31.4,,
,00:26:50,91,25.9,02:19,,1394,,16383.70,31.5,,
,00:26:51,93,25.3,02:22,,1394,,16389.20,31.5,,
,00:26:52,94,24.6,02:26,,1394,,16395.40,31.5,,
,00:26:53,95,23.5,02:33,,1394,,16401.50,31.5,,
,00:26:54,97,20.3,02:58,,1392,,16406.90,31.5,,
,00:26:55,96,16.8,03:34,,1392,,16410.30,31.5,,
,00:26:56,96,13.5,04:26,,1392,,16413.60,31.5,,
,00:26:57,96,10.4,05:47,,1392,,16414.80,31.5,,
,00:26:58,95,7.9,07:34,,1392,,16415.40,31.6,,
,00:26:59,95,6.6,09:06,,1392,,16415.40,31.5,,
,00:27:00,94,6.1,09:52,,1392,,16415.40,31.5,,
,00:27:01,94,6.5,09:16,,1392,,16415.40,31.4,,
,00:27:02,94,6.9,08:45,,1392,,16415.40,31.5,,
,00:27:03,94,11.6,05:10,,1392,,16415.50,31.5,,
,00:27:04,93,14.8,04:03,,1392,,16418.60,31.4,,
,00:27:05,93,17.4,03:27,,1392,,16422.90,31.5,,
,00:27:06,92,19.3,03:07,,1392,,16428.30,31.5,,
,00:27:07,92,20.8,02:53,,1392,,16434.40,31.5,,
,00:27:08,92,22.3,02:42,,1392,,16441.40,31.6,,
,00:27:09,91,23.1,02:36,,1392,,16449.00,31.6,,
,00:27:10,91,22.7,02:39,,1392,,16457.00,31.5,,
,00:27:11,90,22.6,02:39,,1392,,16464.70,31.5,,
,00:27:12,90,22.5,02:40,,1392,,16471.70,31.5,,
,00:27:13,90,22.4,02:41,,1392,,16477.90,31.6,,
,00:27:14,90,22.7,02:39,,1392,,16483.70,31.5,,
,00:27:15,90,23.8,02:31,,1392,,16490.10,31.6,,
,00:27:16,90,25.4,02:22,,1392,,16497.00,31.6,,
,00:27:17,89,27.3,02:12,,1392,,16505.20,31.5,,
,00:27:18,89,29.2,02:03,,1392,,16513.80,31.5,,
,00:27:19,90,31.0,01:56,,1392,,16522.70,31.5,,
,00:27:20,91,32.4,01:51,,1394,,16533.60,31.6,,
,00:27:21,92,33.5,01:48,,1394,,16545.60,31.6,,
,00:27:22,92,34.5,01:44,,1394,,16558.10,31.5,,
,00:27:23,91,35.0,01:43,,1394,,16571.50,31.5,,
,00:27:24,91,35.0,01:43,,1395,,16582.30,31.6,,
,00:27:25,90,34.3,01:45,,1395,,16592.80,31.6,,
,00:27:26,90,32.7,01:50,,1396,,16601.50,31.6,,
,00:27:27,89,30.4,01:58,,1396,,16608.80,31.6,,
,00:27:28,88,27.8,02:10,,1397,,16615.10,31.6,,
,00:27:29,88,22.2,02:42,,1397,,16619.60,31.6,,
,00:27:30,87,18.7,03:12,,1397,,16622.50,31.6,,
,00:27:31,87,16.4,03:40,,1397,,16624.50,31.5,,
,00:27:32,87,14.7,04:05,,1398,,16625.10,31.5,,
,00:27:33,87,13.5,04:27,,1398,,16627.00,31.5,,
,00:27:34,87,13.0,04:37,,1398,,16627.80,31.6,,
,00:27:35,87,13.1,04:35,,1398,,16629.10,31.5,,
,00:27:36,87,14.1,04:16,,1398,,16632.00,31.5,,
,00:27:37,88,14.7,04:04,,1398,,16635.10,31.6,,
,00:27:38,89,20.9,02:52,,1398,,16640.00,31.6,,
,00:27:39,90,24.2,02:29,,1398,,16647.60,31.6,,
,00:27:40,90,26.9,02:14,,1398,,16654.20,31.6,,
,00:27:41,90,29.5,02:02,,1398,,16662.40,31.6,,
,00:27:42,90,29.5,02:02,,1398,,16671.70,31.5,,
,00:27:43,90,29.7,02:01,,1398,,16681.60,31.6,,
,00:27:44,90,29.7,02:01,,1398,,16691.70,31.6,,
,00:27:45,90,29.2,02:03,,1398,,16700.90,31.6,,
,00:27:46,89,28.3,02:07,,1398,,16710.30,31.6,,
,00:27:47,89,26.9,02:14,,1398,,16718.00,31.6,,
,00:27:48,89,25.2,02:23,,1398,,16724.30,31.6,,
,00:27:49,88,21.6,02:47,,1398,,16730.80,31.6,,
,00:27:50,88,18.8,03:12,,1398,,16734.80,31.5,,
,00:27:51,87,16.4,03:40,,1398,,16737.80,31.6,,
,00:27:52,86,14.3,04:12,,1398,,16739.80,31.6,,
,00:27:53,85,12.6,04:46,,1398,,16741.30,31.6,,
,00:27:54,84,12.2,04:56,,1398,,16742.50,31.6,,
,00:27:55,84,8.5,07:06,,1398,,16743.50,31.6,,
,00:27:56,84,6.7,09:01,,1398,,16743.60,31.6,,
,00:27:57,83,6.0,09:58,,1398,,16743.60,31.6,,
,00:27:58,83,6.4,09:20,,1398,,16743.90,31.6,,
,00:27:59,83,7.3,08:17,,1398,,16744.50,31.6,,
,00:28:00,83,7.8,07:45,,1398,,16745.60,31.7,,
,00:28:01,83,13.1,04:35,,1398,,16747.80,31.5,,
,00:28:02,83,15.9,03:46,,1398,,16752.20,31.6,,
,00:28:03,83,17.2,03:29,,1398,,16756.70,31.5,,
,00:28:04,83,17.2,03:30,,1398,,16761.20,31.7,,
,00:28:05,83,16.8,03:35,,1398,,16766.40,31.6,,
,00:28:06,83,16.4,03:40,,1398,,16772.00,31.6,,
,00:28:07,83,16.4,03:39,,1398,,16777.00,31.6,,
,00:28:08,83,16.7,03:36,,1398,,16781.90,31.6,,
,00:28:09,83,17.3,03:28,,1398,,16787.70,31.7,,
,00:28:10,84,17.7,03:24,,1398,,16793.70,31.6,,
,00:28:11,84,18.8,03:11,,1398,,16798.70,31.6,,
,00:28:12,84,19.2,03:08,,1398,,16803.30,31.7,,
,00:28:13,84,18.7,03:13,,1398,,16807.50,31.6,,
,00:28:14,84,18.3,03:17,,1398,,16811.90,31.6,,
,00:28:15,84,16.8,03:35,,1398,,16816.30,31.5,,
,00:28:16,84,16.6,03:37,,1398,,16820.20,31.6,,
,00:28:17,85,16.7,03:35,,1398,,16824.00,31.7,,
,00:28:18,85,17.0,03:32,,1398,,16827.90,31.7,,
,00:28:19,85,17.1,03:30,,1398,,16831.70,31.7,,
,00:28:20,85,17.1,03:31,,1398,,16835.10,31.6,,
,00:28:21,85,16.9,03:33,,1398,,16839.10,31.7,,
,00:28:22,86,17.1,03:31,,1398,,16843.10,31.7,,
,00:28:23,86,17.8,03:23,,1398,,16848.50,31.7,,
,00:28:24,86,18.6,03:14,,1398,,16854.00,31.7,,
,00:28:25,86,26.6,02:15,,1398,,16859.80,31.6,,
,00:28:26,86,27.6,02:11,,1398,,16867.20,31.7,,
,00:28:27,87,29.1,02:04,,1398,,16875.20,31.6,,
