Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:00:00,75,34.2,01:45,,1380,,4.70,29.0,,
,00:00:01,75,34.2,01:45,,1380,,4.70,29.0,,
,00:00:02,74,33.6,01:47,,1380,,4.80,29.1,,
,00:00:03,75,32.4,01:51,,1380,,5.00,29.2,,
,00:00:04,76,30.7,01:57,,1380,,9.00,29.0,,
,00:00:05,76,28.9,02:05,,1380,,13.70,29.1,,
,00:00:06,76,27.4,02:11,,1380,,18.80,29.1,,
,00:00:07,76,26.7,02:15,,1380,,24.60,29.1,,
,00:00:08,76,26.4,02:16,,1380,,33.00,29.2,,
,00:00:09,76,26.7,02:15,,1376,,42.40,29.1,,
,00:00:10,76,27.2,02:12,,1376,,52.20,29.0,,
,00:00:11,75,27.5,02:11,,1376,,62.70,29.1,,
,00:00:12,75,27.5,02:11,,1376,,73.50,29.1,,
,00:00:13,75,27.0,02:14,,1376,,81.40,29.1,,
,00:00:14,74,26.0,02:19,,1376,,89.20,29.1,,
,00:00:15,74,24.5,02:27,,1376,,96.30,29.2,,
,00:00:16,74,21.5,02:48,,1376,,102.30,29.2,,
,00:00:17,74,19.9,03:01,,1376,,106.10,29.1,,
,00:00:18,74,20.2,02:58,,1376,,109.50,29.2,,
,00:00:19,74,21.6,02:47,,1376,,113.30,29.2,,
,00:00:20,74,22.8,02:38,,1376,,118.20,29.2,,
,00:00:21,74,24.7,02:26,,1376,,123.70,29.2,,
,00:00:22,74,26.8,02:14,,1376,,130.00,29.2,,
,00:00:23,74,28.9,02:05,,1376,,137.50,29.2,,
,00:00:24,74,30.7,01:57,,1376,,147.50,29.1,,
,00:00:25,74,32.3,01:51,,1376,,159.60,29.2,,
,00:00:26,74,33.5,01:47,,1376,,170.50,29.2,,
,00:00:27,74,34.4,01:45,,1376,,183.10,29.2,,
,00:00:28,74,34.9,01:43,,1376,,195.10,29.2,,
,00:00:29,73,35.0,01:43,,1376,,206.70,29.2,,
,00:00:30,73,34.8,01:43,,1376,,217.90,29.2,,
,00:00:31,73,34.2,01:45,,1376,,227.80,29.2,,
,00:00:32,73,33.0,01:49,,1376,,236.90,29.1,,
,00:00:33,73,31.1,01:56,,1376,,244.30,29.2,,
,00:00:34,73,28.8,02:05,,1376,,251.50,29.2,,
,00:00:35,73,23.6,02:33,,1376,,257.80,29.2,,
,00:00:36,73,20.2,02:58,,1376,,261.00,29.1,,
,00:00:37,73,18.9,03:11,,1375,,263.90,29.2,,
,00:00:38,73,19.6,03:04,,1375,,266.40,29.2,,
,00:00:39,74,21.9,02:44,,1375,,270.70,29.2,,
,00:00:40,75,22.9,02:37,,1375,,276.40,29.2,,
,00:00:41,75,25.4,02:22,,1375,,283.00,29.2,,
,00:00:42,76,28.1,02:08,,1375,,291.90,29.2,,
,00:00:43,77,30.6,01:58,,1375,,301.40,29.2,,
,00:00:44,77,32.9,01:49,,1375,,312.80,29.2,,
,00:00:45,77,35.0,01:43,,1375,,325.80,29.2,,
,00:00:46,77,36.8,01:38,,1375,,339.60,29.2,,
,00:00:47,77,38.2,01:34,,1375,,353.60,29.3,,
,00:00:48,77,39.1,01:32,,1375,,366.00,29.2,,
,00:00:49,76,39.4,01:31,,1374,,378.40,29.2,,
,00:00:50,76,39.0,01:32,,1374,,390.60,29.2,,
,00:00:51,76,37.8,01:35,,1374,,402.40,29.1,,
,00:00:52,76,35.9,01:40,,1374,,411.90,29.2,,
,00:00:53,75,33.7,01:47,,1374,,420.30,29.2,,
,00:00:54,76,31.3,01:55,,1374,,427.20,29.2,,
,00:00:55,76,29.0,02:04,,1374,,432.50,29.2,,
,00:00:56,78,27.0,02:13,,1374,,438.10,29.2,,
,00:00:57,78,25.1,02:23,,1374,,442.80,29.2,,
,00:00:58,78,21.6,02:47,,1374,,446.30,29.2,,
,00:00:59,79,18.6,03:13,,1375,,448.60,29.0,,
,00:01:00,79,16.1,03:44,,1375,,449.90,29.2,,
,00:01:01,79,14.1,04:15,,1375,,451.20,29.1,,
,00:01:02,80,13.2,04:34,,1375,,452.50,29.2,,
,00:01:03,79,13.3,04:30,,1376,,453.60,29.2,,
,00:01:04,79,13.9,04:20,,1376,,456.60,29.1,,
,00:01:05,79,19.7,03:03,,1376,,459.90,29.2,,
,00:01:06,78,23.9,02:31,,1376,,464.90,29.3,,
,00:01:07,78,27.4,02:12,,1377,,470.40,29.2,,
,00:01:08,78,29.4,02:02,,1377,,477.60,29.2,,
,00:01:09,78,30.3,01:59,,1377,,487.50,29.2,,
,00:01:10,78,30.5,01:58,,1377,,498.10,29.1,,
,00:01:11,78,30.8,01:57,,1377,,508.50,29.2,,
,00:01:12,78,30.9,01:57,,1377,,519.50,29.0,,
,00:01:13,78,31.0,01:56,,1377,,530.40,29.1,,
,00:01:14,78,31.2,01:55,,1377,,539.50,29.2,,
,00:01:15,78,31.5,01:54,,1379,,549.80,29.2,,
,00:01:16,78,32.1,01:52,,1379,,558.50,29.2,,
,00:01:17,78,33.0,01:49,,1379,,568.70,29.1,,
,00:01:18,78,34.1,01:46,,1379,,578.00,29.2,,
,00:01:19,78,35.3,01:42,,1379,,588.40,29.2,,
,00:01:20,78,36.5,01:39,,1379,,598.50,29.1,,
,00:01:21,76,37.4,01:36,,1379,,610.40,29.2,,
,00:01:22,76,38.1,01:35,,1379,,622.20,29.2,,
,00:01:23,76,38.6,01:33,,1373,,634.50,29.1,,
,00:01:24,75,38.8,01:33,,1373,,646.40,29.2,,
,00:01:25,75,38.6,01:33,,1369,,658.80,29.1,,
,00:01:26,74,37.8,01:35,,1369,,669.00,29.2,,
,00:01:27,73,36.6,01:38,,1366,,679.00,29.2,,
,00:01:28,72,34.5,01:44,,1366,,687.40,29.2,,
,00:01:29,72,31.5,01:54,,1362,,694.80,29.1,,
,00:01:30,72,24.7,02:26,,1362,,699.80,29.2,,
,00:01:31,72,20.7,02:54,,1360,,702.40,29.2,,
,00:01:32,72,18.2,03:17,,1360,,705.00,29.0,,
,00:01:33,73,18.2,03:18,,1357,,707.40,29.1,,
,00:01:34,74,20.3,02:57,,1357,,710.60,29.2,,
,00:01:35,74,21.2,02:50,,1356,,714.20,29.0,,
,00:01:36,74,28.7,02:06,,1356,,719.20,29.1,,
,00:01:37,74,31.5,01:54,,1355,,727.20,29.2,,
,00:01:38,74,31.6,01:54,,1355,,735.10,29.0,,
,00:01:39,74,31.6,01:54,,1355,,744.40,29.1,,
,00:01:40,74,31.4,01:55,,1355,,755.80,29.2,,
,00:01:41,74,30.6,01:58,,1354,,765.20,29.2,,
,00:01:42,74,29.3,02:03,,1354,,774.50,29.1,,
,00:01:43,74,27.8,02:09,,1353,,782.50,29.2,,
,00:01:44,76,26.0,02:18,,1353,,789.80,29.1,,
,00:01:45,76,24.2,02:29,,1351,,795.50,29.2,,
,00:01:46,76,20.8,02:53,,1351,,799.70,29.1,,
,00:01:47,77,18.7,03:12,,1350,,803.00,29.1,,
,00:01:48,77,17.3,03:29,,1350,,806.10,29.2,,
,00:01:49,77,16.6,03:37,,1349,,807.80,29.1,,
,00:01:50,77,16.9,03:33,,1349,,811.50,29.1,,
,00:01:51,78,17.4,03:27,,1348,,815.00,29.1,,
,00:01:52,78,23.1,02:36,,1348,,819.80,29.2,,
,00:01:53,79,28.5,02:06,,1348,,826.80,29.1,,
,00:01:54,80,32.4,01:51,,1348,,834.80,29.2,,
,00:01:55,80,32.5,01:51,,1346,,844.50,29.0,,
,00:01:56,79,33.3,01:48,,1346,,853.90,29.0,,
,00:01:57,79,34.3,01:45,,1346,,864.90,29.1,,
,00:01:58,79,34.9,01:43,,1346,,876.50,29.0,,
,00:01:59,79,35.2,01:42,,1346,,889.80,29.1,,
,00:02:00,79,34.7,01:44,,1346,,901.50,29.1,,
,00:02:01,79,33.4,01:48,,1346,,913.00,29.1,,
,00:02:02,78,31.1,01:56,,1346,,921.30,29.1,,
,00:02:03,78,25.2,02:23,,1345,,928.80,29.0,,
,00:02:04,78,20.9,02:52,,1345,,932.90,29.1,,
,00:02:05,78,18.4,03:16,,1345,,936.00,29.1,,
,00:02:06,78,18.2,03:17,,1345,,939.10,29.2,,
,00:02:07,77,19.9,03:01,,1345,,942.60,29.0,,
,00:02:08,77,20.8,02:53,,1345,,946.00,29.0,,
,00:02:09,77,28.7,02:05,,1345,,952.80,29.1,,
,00:02:10,77,32.3,01:51,,1345,,959.00,29.0,,
,00:02:11,77,32.3,01:51,,1345,,969.60,29.1,,
,00:02:12,76,32.2,01:52,,1345,,978.80,29.0,,
,00:02:13,76,31.3,01:55,,1345,,989.20,29.0,,
,00:02:14,75,29.5,02:02,,1345,,998.60,29.1,,
,00:02:15,74,23.9,02:31,,1345,,1006.90,29.1,,
,00:02:16,74,18.2,03:17,,1345,,1012.40,29.0,,
,00:02:17,73,13.2,04:33,,1345,,1015.20,29.0,,
,00:02:18,72,8.9,06:43,,1345,,1015.20,29.1,,
,00:02:19,72,5.6,10:44,,1345,,1015.30,29.0,,
,00:02:20,72,0.0,00:00,,1345,,1015.30,29.2,,
,00:02:21,71,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:22,71,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:23,71,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:24,72,0.8,73:10,,1344,,1015.30,28.9,,
,00:02:25,72,1.2,48:23,,1344,,1015.30,29.1,,
,00:02:26,73,1.3,47:15,,1344,,1015.30,29.1,,
,00:02:27,73,1.2,50:00,,1344,,1015.30,29.0,,
,00:02:28,74,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:29,74,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:30,75,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:31,76,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:32,76,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:33,77,0.0,00:00,,1344,,1015.30,29.2,,
,00:02:34,77,0.0,00:00,,1344,,1015.30,29.2,,
,00:02:35,78,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:36,77,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:37,77,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:38,77,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:39,77,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:40,77,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:41,78,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:42,79,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:43,79,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:44,79,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:45,79,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:46,79,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:47,77,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:48,77,0.0,00:00,,1344,,1015.30,29.2,,
,00:02:49,77,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:50,76,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:51,76,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:52,76,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:53,76,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:54,76,0.0,00:00,,1344,,1015.30,29.2,,
,00:02:55,76,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:56,76,0.0,00:00,,1344,,1015.30,29.2,,
,00:02:57,76,0.0,00:00,,1344,,1015.30,29.0,,
,00:02:58,77,0.0,00:00,,1344,,1015.30,29.1,,
,00:02:59,77,0.0,00:00,,1344,,1015.30,29.0,,
,00:03:00,77,0.0,00:00,,1344,,1015.30,29.2,,
,00:03:01,77,0.0,00:00,,1344,,1015.30,29.1,,
,00:03:02,77,0.0,00:00,,1344,,1015.30,29.1,,
,00:03:03,77,0.0,00:00,,1344,,1015.30,29.1,,
,00:03:04,77,0.0,00:00,,1344,,1015.30,29.0,,
,00:03:05,77,9.7,06:12,,1344,,1015.30,29.1,,
,00:03:06,77,15.4,03:54,,1344,,1015.40,29.0,,
,00:03:07,77,19.0,03:10,,1344,,1016.50,29.0,,
,00:03:08,76,20.7,02:54,,1344,,1017.10,29.1,,
,00:03:09,76,20.9,02:53,,1344,,1017.70,29.2,,
,00:03:10,77,20.5,02:56,,1344,,1023.90,29.1,,
,00:03:11,77,19.9,03:01,,1344,,1031.60,29.0,,
,00:03:12,77,19.6,03:04,,1344,,1040.30,29.2,,
,00:03:13,77,20.1,02:59,,1345,,1048.30,29.1,,
,00:03:14,76,21.6,02:47,,1345,,1056.70,29.1,,
,00:03:15,76,23.5,02:33,,1345,,1063.00,29.2,,
,00:03:16,76,26.3,02:17,,1345,,1070.10,29.2,,
,00:03:17,75,28.9,02:05,,1345,,1078.20,29.1,,
,00:03:18,75,30.6,01:57,,1345,,1086.50,29.1,,
,00:03:19,75,31.0,01:56,,1345,,1097.30,29.1,,
,00:03:20,76,31.0,01:56,,1345,,1106.60,29.1,,
,00:03:21,75,30.7,01:57,,1345,,1116.70,29.1,,
,00:03:22,75,29.9,02:01,,1345,,1127.30,29.2,,
,00:03:23,75,28.5,02:06,,1347,,1135.60,29.2,,
,00:03:24,74,26.4,02:17,,1347,,1143.50,29.0,,
,00:03:25,74,23.7,02:32,,1347,,1147.20,29.1,,
,00:03:26,74,20.5,02:55,,1347,,1147.90,29.0,,
,00:03:27,74,17.3,03:28,,1347,,1148.40,29.0,,
,00:03:28,74,14.2,04:13,,1347,,1148.40,29.2,,
,00:03:29,75,0.0,00:00,,1349,,1148.40,29.1,,
,00:03:30,75,0.0,00:00,,1349,,1148.40,29.2,,
,00:03:31,75,0.0,00:00,,1349,,1148.40,29.1,,
,00:03:32,76,0.0,00:00,,1349,,1148.40,29.2,,
,00:03:33,75,0.0,00:00,,1349,,1148.40,29.1,,
,00:03:34,75,0.0,00:00,,1349,,1148.40,29.1,,
,00:03:35,75,0.0,00:00,,1349,,1148.40,29.2,,
,00:03:36,75,0.4,153:51,,1349,,1148.40,29.0,,
,00:03:37,75,0.4,153:51,,1349,,1148.40,29.2,,
,00:03:38,75,0.0,00:00,,1349,,1148.40,29.1,,
,00:03:39,76,0.0,00:00,,1349,,1148.40,29.0,,
,00:03:40,76,0.0,00:00,,1349,,1148.40,29.2,,
,00:03:41,77,0.0,00:00,,1349,,1148.40,29.2,,
,00:03:42,77,0.0,00:00,,1349,,1148.40,29.0,,
,00:03:43,77,0.0,00:00,,1349,,1148.40,29.1,,
,00:03:44,77,1.0,57:42,,1349,,1148.40,29.2,,
,00:03:45,77,2.7,22:23,,1349,,1148.40,29.1,,
,00:03:46,76,5.0,11:54,,1349,,1148.40,29.1,,
,00:03:47,76,7.5,08:01,,1349,,1148.40,29.2,,
,00:03:48,76,9.1,06:36,,1349,,1148.40,29.2,,
,00:03:49,76,10.8,05:34,,1349,,1148.40,29.1,,
,00:03:50,76,12.3,04:53,,1349,,1148.40,29.2,,
,00:03:51,75,13.0,04:37,,1349,,1148.40,29.2,,
,00:03:52,75,12.7,04:43,,1349,,1148.40,29.1,,
,00:03:53,75,11.9,05:02,,1349,,1152.50,29.2,,
,00:03:54,75,11.1,05:24,,1349,,1157.00,29.1,,
,00:03:55,75,11.7,05:07,,1349,,1161.10,29.1,,
,00:03:56,74,13.6,04:25,,1349,,1166.10,29.2,,
,00:03:57,73,16.7,03:35,,1349,,1171.40,29.2,,
,00:03:58,72,20.3,02:57,,1349,,1178.00,29.1,,
,00:03:59,72,21.0,02:51,,1349,,1185.50,29.2,,
,00:04:00,73,22.4,02:41,,1349,,1193.40,29.1,,
,00:04:01,72,24.1,02:29,,1349,,1202.90,29.2,,
,00:04:02,72,26.2,02:18,,1349,,1214.70,29.1,,
,00:04:03,72,28.4,02:07,,1350,,1228.80,29.0,,
,00:04:04,71,30.7,01:57,,1350,,1241.90,29.1,,
,00:04:05,71,32.9,01:50,,1350,,1258.40,29.2,,
,00:04:06,72,34.9,01:43,,1350,,1274.00,29.2,,
,00:04:07,72,36.8,01:38,,1352,,1288.60,29.1,,
,00:04:08,73,38.4,01:34,,1352,,1304.30,29.2,,
,00:04:09,74,40.1,01:30,,1353,,1321.10,29.1,,
,00:04:10,74,42.5,01:25,,1353,,1336.40,29.0,,
,00:04:11,77,44.0,01:22,,1354,,1351.80,29.1,,
,00:04:12,78,45.1,01:20,,1354,,1365.00,29.2,,
,00:04:13,78,45.8,01:19,,1356,,1380.50,29.2,,
,00:04:14,79,46.5,01:18,,1356,,1393.00,29.2,,
,00:04:15,80,47.2,01:16,,1357,,1406.30,29.2,,
,00:04:16,80,48.3,01:15,,1357,,1419.70,29.1,,
,00:04:17,84,49.4,01:13,,1358,,1435.30,29.0,,
,00:04:18,84,50.6,01:11,,1358,,1448.90,29.1,,
,00:04:19,85,51.5,01:10,,1360,,1464.00,29.2,,
,00:04:20,85,52.4,01:09,,1360,,1477.60,29.1,,
,00:04:21,85,53.0,01:08,,1361,,1494.50,29.2,,
,00:04:22,86,53.6,01:07,,1361,,1510.60,29.1,,
,00:04:23,86,53.9,01:07,,1361,,1526.10,29.2,,
,00:04:24,88,54.2,01:06,,1361,,1541.40,29.1,,
,00:04:25,89,54.6,01:06,,1361,,1557.80,29.2,,
,00:04:26,90,54.9,01:06,,1361,,1571.00,29.1,,
,00:04:27,91,55.3,01:05,,1361,,1586.80,29.1,,
,00:04:28,91,55.9,01:04,,1361,,1602.30,29.0,,
,00:04:29,91,56.5,01:04,,1361,,1619.30,29.1,,
,00:04:30,92,56.9,01:03,,1361,,1634.80,29.1,,
,00:04:31,92,56.9,01:03,,1360,,1650.60,29.1,,
,00:04:32,91,56.7,01:04,,1360,,1666.20,29.1,,
,00:04:33,91,56.3,01:04,,1360,,1683.20,29.2,,
,00:04:34,91,55.8,01:05,,1360,,1699.20,29.3,,
,00:04:35,91,55.2,01:05,,1359,,1714.50,29.3,,
,00:04:36,91,54.7,01:06,,1359,,1729.30,29.2,,
,00:04:37,92,54.0,01:07,,1359,,1743.50,29.2,,
,00:04:38,92,53.3,01:08,,1359,,1757.40,29.1,,
,00:04:39,92,52.5,01:09,,1359,,1770.90,29.2,,
,00:04:40,93,51.6,01:10,,1359,,1783.90,29.1,,
,00:04:41,94,50.8,01:11,,1359,,1797.30,29.2,,
,00:04:42,94,50.1,01:12,,1359,,1810.10,29.2,,
,00:04:43,95,49.4,01:13,,1359,,1822.70,29.1,,
,00:04:44,96,48.6,01:14,,1359,,1835.60,29.1,,
,00:04:45,97,47.6,01:16,,1359,,1847.60,29.2,,
,00:04:46,98,46.2,01:18,,1359,,1859.40,29.2,,
,00:04:47,98,44.3,01:21,,1359,,1870.20,29.1,,
,00:04:48,99,41.7,01:26,,1359,,1880.30,29.1,,
,00:04:49,99,38.6,01:33,,1359,,1888.90,29.2,,
,00:04:50,99,34.8,01:43,,1359,,1895.80,29.1,,
,00:04:51,98,27.2,02:13,,1359,,1901.10,29.2,,
,00:04:52,98,22.2,02:42,,1359,,1903.10,29.2,,
,00:04:53,97,19.9,03:01,,1360,,1904.30,29.1,,
,00:04:54,93,19.5,03:05,,1360,,1905.20,29.2,,
,00:04:55,93,20.7,02:54,,1360,,1907.60,29.1,,
,00:04:56,91,21.3,02:49,,1360,,1910.40,29.2,,
,00:04:57,89,22.8,02:38,,1360,,1914.30,29.2,,
,00:04:58,87,24.2,02:29,,1360,,1919.30,29.2,,
,00:04:59,86,25.3,02:22,,1360,,1926.60,29.1,,
,00:05:00,85,25.9,02:19,,1360,,1934.80,29.1,,
,00:05:01,85,26.0,02:18,,1360,,1944.20,29.1,,
,00:05:02,84,25.5,02:21,,1360,,1953.00,29.1,,
,00:05:03,83,24.2,02:29,,1360,,1960.70,29.1,,
,00:05:04,83,20.5,02:55,,1360,,1966.80,29.1,,
,00:05:05,82,17.4,03:27,,1359,,1970.90,29.1,,
,00:05:06,81,14.8,04:03,,1359,,1973.80,29.1,,
,00:05:07,81,13.5,04:27,,1358,,1975.40,29.2,,
,00:05:08,80,13.9,04:20,,1358,,1976.90,29.1,,
,00:05:09,80,14.6,04:06,,1357,,1980.80,29.1,,
,00:05:10,80,22.5,02:40,,1357,,1984.70,29.1,,
,00:05:11,80,27.2,02:12,,1356,,1991.30,29.2,,
,00:05:12,80,30.9,01:57,,1356,,1998.50,29.1,,
,00:05:13,80,33.1,01:49,,1356,,2007.00,29.1,,
,00:05:14,79,32.6,01:50,,1356,,2017.30,29.1,,
,00:05:15,79,32.3,01:52,,1356,,2027.90,29.1,,
,00:05:16,79,31.6,01:54,,1356,,2038.60,29.2,,
,00:05:17,79,30.2,01:59,,1355,,2048.80,29.2,,
,00:05:18,79,28.3,02:07,,1355,,2057.30,29.1,,
,00:05:19,79,26.1,02:18,,1355,,2064.60,29.0,,
,00:05:20,78,21.5,02:47,,1355,,2070.50,29.1,,
,00:05:21,78,18.0,03:20,,1354,,2074.00,29.2,,
,00:05:22,77,15.0,04:00,,1354,,2076.80,29.2,,
,00:05:23,76,13.0,04:37,,1353,,2077.70,29.2,,
,00:05:24,76,12.1,04:57,,1353,,2078.10,29.2,,
,00:05:25,75,12.8,04:41,,1353,,2079.30,29.2,,
,00:05:26,75,13.7,04:24,,1353,,2081.50,29.2,,
,00:05:27,75,21.9,02:45,,1353,,2085.90,29.2,,
,00:05:28,75,26.1,02:18,,1353,,2092.70,29.2,,
,00:05:29,74,28.0,02:09,,1353,,2099.60,29.2,,
,00:05:30,74,28.5,02:06,,1353,,2108.10,29.1,,
,00:05:31,74,28.5,02:06,,1353,,2116.50,29.2,,
,00:05:32,74,28.4,02:07,,1353,,2125.80,29.2,,
,00:05:33,74,28.1,02:08,,1353,,2136.20,29.1,,
,00:05:34,74,27.4,02:11,,1353,,2145.50,29.2,,
,00:05:35,74,26.4,02:16,,1353,,2153.60,29.2,,
,00:05:36,74,23.1,02:36,,1353,,2160.30,29.0,,
,00:05:37,74,19.7,03:03,,1353,,2165.10,29.1,,
,00:05:38,75,16.2,03:43,,1353,,2168.50,29.1,,
,00:05:39,76,13.3,04:32,,1353,,2170.40,29.2,,
,00:05:40,77,11.7,05:08,,1353,,2171.30,29.2,,
,00:05:41,78,11.9,05:04,,1350,,2172.60,29.2,,
,00:05:42,79,12.7,04:44,,1350,,2174.60,29.0,,
,00:05:43,80,21.1,02:50,,1350,,2177.50,29.2,,
,00:05:44,81,26.8,02:14,,1350,,2184.10,29.2,,
,00:05:45,83,30.6,01:58,,1350,,2190.90,29.2,,
,00:05:46,83,32.7,01:50,,1350,,2199.50,29.2,,
,00:05:47,85,32.4,01:51,,1350,,2210.30,29.1,,
,00:05:48,85,32.0,01:53,,1350,,2220.10,29.1,,
,00:05:49,85,31.1,01:56,,1350,,2231.90,29.2,,
,00:05:50,85,29.7,02:01,,1350,,2241.30,29.2,,
,00:05:51,85,27.6,02:10,,1349,,2250.20,29.2,,
,00:05:52,85,22.7,02:39,,1349,,2257.60,29.2,,
,00:05:53,86,18.4,03:16,,1349,,2262.40,29.1,,
,00:05:54,87,14.3,04:12,,1349,,2265.30,29.1,,
,00:05:55,87,10.5,05:42,,1348,,2265.80,29.2,,
,00:05:56,86,7.4,08:05,,1348,,2265.80,29.2,,
,00:05:57,85,6.9,08:40,,1347,,2265.80,29.2,,
,00:05:58,85,5.5,10:57,,1347,,2265.80,29.1,,
,00:05:59,81,4.7,12:44,,1347,,2265.80,29.2,,
,00:06:00,80,4.6,13:01,,1347,,2265.80,29.0,,
,00:06:01,80,5.2,11:39,,1346,,2265.80,29.2,,
,00:06:02,78,12.4,04:50,,1346,,2265.80,29.1,,
,00:06:03,77,18.0,03:20,,1346,,2265.80,29.2,,
,00:06:04,77,21.8,02:45,,1346,,2267.20,29.2,,
,00:06:05,76,24.0,02:30,,1346,,2273.90,29.1,,
,00:06:06,75,25.2,02:23,,1346,,2281.70,29.2,,
,00:06:07,75,25.1,02:24,,1346,,2290.00,29.3,,
,00:06:08,75,24.6,02:26,,1346,,2298.40,29.1,,
,00:06:09,75,24.3,02:28,,1346,,2307.30,29.2,,
,00:06:10,75,23.7,02:32,,1346,,2316.00,29.2,,
,00:06:11,75,22.9,02:37,,1347,,2323.70,29.2,,
,00:06:12,75,22.0,02:44,,1347,,2330.90,29.2,,
,00:06:13,74,20.0,03:00,,1348,,2336.60,29.2,,
,00:06:14,74,17.9,03:21,,1348,,2341.10,29.2,,
,00:06:15,74,16.0,03:45,,1348,,2344.80,29.2,,
,00:06:16,74,14.0,04:17,,1348,,2347.00,29.2,,
,00:06:17,75,12.0,04:59,,1349,,2349.00,29.2,,
,00:06:18,75,11.0,05:28,,1349,,2350.60,29.2,,
,00:06:19,75,11.1,05:25,,1349,,2352.20,29.2,,
,00:06:20,75,14.0,04:17,,1349,,2354.20,29.2,,
,00:06:21,75,18.1,03:19,,1349,,2357.30,29.2,,
,00:06:22,75,23.2,02:35,,1349,,2360.40,29.2,,
,00:06:23,74,29.2,02:03,,1349,,2366.90,29.2,,
,00:06:24,74,34.4,01:45,,1349,,2375.30,29.2,,
,00:06:25,74,39.0,01:32,,1349,,2386.20,29.2,,
,00:06:26,73,42.4,01:25,,1349,,2398.20,29.1,,
,00:06:27,73,43.3,01:23,,1349,,2410.40,29.2,,
,00:06:28,72,44.5,01:21,,1349,,2425.30,29.2,,
,00:06:29,72,45.8,01:19,,1349,,2442.50,29.2,,
,00:06:30,71,46.7,01:17,,1349,,2459.00,29.2,,
,00:06:31,71,47.5,01:16,,1349,,2475.80,29.2,,
,00:06:32,71,47.7,01:15,,1349,,2490.70,29.2,,
,00:06:33,71,48.1,01:15,,1349,,2506.10,29.2,,
,00:06:34,71,48.6,01:14,,1349,,2523.40,29.2,,
,00:06:35,71,49.3,01:13,,1349,,2539.00,29.1,,
,00:06:36,71,50.0,01:12,,1349,,2555.20,29.2,,
,00:06:37,71,50.4,01:11,,1348,,2568.40,29.3,,
,00:06:38,71,50.8,01:11,,1348,,2581.80,29.2,,
,00:06:39,72,51.3,01:10,,1348,,2598.00,29.1,,
,00:06:40,72,51.9,01:09,,1348,,2611.90,29.2,,
,00:06:41,72,52.5,01:09,,1348,,2629.20,29.2,,
,00:06:42,72,53.0,01:08,,1348,,2644.80,29.2,,
,00:06:43,72,53.3,01:08,,1348,,2658.30,29.3,,
,00:06:44,72,53.4,01:07,,1348,,2672.10,29.2,,
,00:06:45,71,53.0,01:08,,1347,,2687.30,29.3,,
,00:06:46,71,52.2,01:09,,1347,,2704.60,29.3,,
,00:06:47,71,50.9,01:11,,1347,,2717.30,29.3,,
,00:06:48,71,49.3,01:13,,1347,,2728.50,29.2,,
,00:06:49,71,47.3,01:16,,1347,,2742.70,29.1,,
,00:06:50,71,45.6,01:19,,1347,,2750.20,29.2,,
,00:06:51,71,44.3,01:21,,1347,,2760.00,29.3,,
,00:06:52,71,43.3,01:23,,1347,,2769.80,29.3,,
,00:06:53,71,42.9,01:24,,1347,,2780.30,29.2,,
,00:06:54,71,42.9,01:24,,1347,,2788.20,29.2,,
,00:06:55,71,42.9,01:24,,1347,,2797.70,29.2,,
,00:06:56,72,43.1,01:24,,1347,,2807.30,29.2,,
,00:06:57,72,43.2,01:23,,1347,,2818.00,29.2,,
,00:06:58,73,43.2,01:23,,1347,,2829.40,29.2,,
,00:06:59,73,43.5,01:23,,1347,,2842.70,29.3,,
,00:07:00,75,44.0,01:22,,1347,,2856.30,29.1,,
,00:07:01,75,44.2,01:21,,1347,,2868.50,29.2,,
,00:07:02,76,44.3,01:21,,1347,,2881.40,29.2,,
,00:07:03,76,44.4,01:21,,1347,,2895.10,29.3,,
,00:07:04,76,44.4,01:21,,1347,,2905.10,29.4,,
,00:07:05,76,44.4,01:21,,1347,,2916.90,29.2,,
