Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:25:52,75,24.0,02:30,,1442,,15653.90,30.4,,
,00:25:53,75,23.7,02:32,,1442,,15660.90,30.4,,
,00:25:54,75,23.2,02:35,,1442,,15669.40,30.5,,
,00:25:55,74,22.3,02:41,,1442,,15676.60,30.4,,
,00:25:56,75,20.3,02:57,,1442,,15682.20,30.4,,
,00:25:57,76,19.0,03:10,,1442,,15687.50,30.3,,
,00:25:58,76,18.6,03:13,,1442,,15691.60,30.4,,
,00:25:59,76,19.5,03:05,,1442,,15695.90,30.4,,
,00:26:00,76,21.7,02:46,,1442,,15701.30,30.4,,
,00:26:01,76,22.6,02:39,,1441,,15708.70,30.4,,
,00:26:02,76,25.0,02:24,,1441,,15715.20,30.3,,
,00:26:03,75,27.4,02:12,,1441,,15723.70,30.3,,
,00:26:04,75,29.7,02:01,,1441,,15733.00,30.3,,
,00:26:05,75,32.2,01:52,,1441,,15745.40,30.3,,
,00:26:06,74,34.7,01:44,,1441,,15758.00,30.3,,
,00:26:07,74,37.3,01:36,,1441,,15771.50,30.3,,
,00:26:08,74,39.8,01:31,,1441,,15787.60,30.4,,
,00:26:09,74,41.7,01:26,,1441,,15801.90,30.4,,
,00:26:10,74,43.0,01:24,,1441,,15817.10,30.4,,
,00:26:11,74,43.4,01:23,,1441,,15832.20,30.4,,
,00:26:12,74,42.7,01:24,,1441,,15845.70,30.3,,
,00:26:13,75,41.3,01:27,,1441,,15857.30,30.3,,
,00:26:14,75,39.0,01:32,,1441,,15867.20,30.3,,
,00:26:15,75,35.8,01:41,,1441,,15876.40,30.3,,
,00:26:16,75,32.2,01:52,,1441,,15884.80,30.4,,
,00:26:17,75,24.9,02:25,,1441,,15887.80,30.3,,
,00:26:18,74,20.5,02:56,,1441,,15890.80,30.4,,
,00:26:19,74,18.4,03:16,,1441,,15890.80,30.3,,
,00:26:20,74,18.0,03:20,,1441,,15892.90,30.3,,
,00:26:21,73,18.6,03:13,,1441,,15895.20,30.4,,
,00:26:22,73,19.5,03:04,,1441,,15899.20,30.4,,
,00:26:23,72,20.4,02:57,,1438,,15903.00,30.3,,
,00:26:24,72,20.7,02:54,,1438,,15907.30,30.4,,
,00:26:25,72,20.9,02:52,,1438,,15912.60,30.3,,
,00:26:26,71,21.0,02:52,,1438,,15918.90,30.4,,
,00:26:27,71,21.1,02:50,,1438,,15924.90,30.3,,
,00:26:28,71,21.2,02:50,,1438,,15932.10,30.4,,
,00:26:29,72,21.0,02:52,,1438,,15939.30,30.4,,
,00:26:30,72,20.0,03:00,,1438,,15944.60,30.3,,
,00:26:31,72,18.4,03:16,,1437,,15949.60,30.4,,
,00:26:32,72,16.4,03:40,,1437,,15953.70,30.4,,
,00:26:33,72,14.4,04:10,,1437,,15956.90,30.4,,
,00:26:34,73,13.2,04:34,,1437,,15959.40,30.4,,
,00:26:35,73,13.0,04:37,,1437,,15961.90,30.4,,
,00:26:36,73,13.5,04:27,,1437,,15965.10,30.2,,
,00:26:37,73,19.0,03:09,,1437,,15968.70,30.3,,
,00:26:38,74,22.3,02:41,,1437,,15973.70,30.4,,
,00:26:39,74,23.4,02:34,,1437,,15979.50,30.3,,
,00:26:40,75,22.6,02:39,,1437,,15985.50,30.3,,
,00:26:41,76,21.7,02:46,,1437,,15991.30,30.4,,
,00:26:42,76,21.2,02:50,,1437,,15998.50,30.3,,
,00:26:43,77,16.9,03:33,,1437,,16004.00,30.3,,
,00:26:44,77,14.8,04:03,,1437,,16009.00,30.4,,
,00:26:45,77,12.1,04:58,,1437,,16014.60,30.3,,
,00:26:46,76,8.9,06:46,,1437,,16017.70,30.3,,
,00:26:47,76,5.5,10:50,,1437,,16018.60,30.4,,
,00:26:48,76,3.6,16:54,,1437,,16018.90,30.3,,
,00:26:49,77,2.4,25:06,,1438,,16018.90,30.4,,
,00:26:50,77,2.3,26:26,,1438,,16018.90,30.3,,
,00:26:51,78,2.0,30:00,,1438,,16018.90,30.3,,
,00:26:52,78,1.6,37:16,,1438,,16018.90,30.5,,
,00:26:53,77,1.6,38:28,,1438,,16018.90,30.4,,
,00:26:54,77,0.0,00:00,,1438,,16018.90,30.3,,
,00:26:55,76,1.6,38:43,,1438,,16018.90,30.3,,
,00:26:56,76,2.7,22:08,,1438,,16018.90,30.3,,
,00:26:57,75,4.2,14:11,,1438,,16018.90,30.3,,
,00:26:58,76,6.3,09:30,,1438,,16018.90,30.3,,
,00:26:59,76,8.0,07:28,,1438,,16019.00,30.3,,
,00:27:00,76,9.9,06:04,,1438,,16019.40,30.2,,
,00:27:01,77,12.1,04:58,,1438,,16019.70,30.3,,
,00:27:02,78,14.5,04:09,,1438,,16024.40,30.3,,
,00:27:03,79,16.8,03:34,,1438,,16030.80,30.3,,
,00:27:04,79,18.6,03:14,,1438,,16038.50,30.2,,
,00:27:05,79,19.6,03:04,,1439,,16046.40,30.3,,
,00:27:06,79,20.1,02:59,,1439,,16054.90,30.2,,
,00:27:07,79,20.2,02:58,,1439,,16063.10,30.3,,
,00:27:08,79,19.9,03:01,,1439,,16071.20,30.3,,
,00:27:09,79,19.1,03:09,,1440,,16078.40,30.3,,
,00:27:10,79,18.9,03:10,,1440,,16084.90,30.3,,
,00:27:11,79,18.6,03:13,,1440,,16090.30,30.3,,
,00:27:12,79,18.2,03:17,,1440,,16095.00,30.3,,
,00:27:13,79,17.8,03:22,,1441,,16099.40,30.3,,
,00:27:14,79,17.4,03:26,,1441,,16103.70,30.3,,
,00:27:15,80,17.0,03:32,,1441,,16106.60,30.3,,
,00:27:16,80,16.4,03:39,,1441,,16110.00,30.4,,
,00:27:17,79,15.6,03:51,,1442,,16113.00,30.4,,
,00:27:18,79,14.5,04:09,,1442,,16115.00,30.3,,
,00:27:19,78,13.2,04:33,,1442,,16116.40,30.3,,
,00:27:20,79,12.4,04:51,,1442,,16117.60,30.4,,
,00:27:21,80,9.9,06:05,,1443,,16118.90,30.4,,
,00:27:22,80,8.6,06:57,,1443,,16118.90,30.3,,
,00:27:23,79,8.1,07:25,,1443,,16118.90,30.3,,
,00:27:24,79,7.9,07:37,,1443,,16119.90,30.3,,
,00:27:25,79,8.0,07:32,,1444,,16120.60,30.3,,
,00:27:26,80,8.0,07:28,,1444,,16121.60,30.3,,
,00:27:27,80,8.1,07:24,,1444,,16123.60,30.3,,
,00:27:28,80,8.2,07:19,,1444,,16126.40,30.3,,
,00:27:29,80,8.3,07:14,,1445,,16128.80,30.3,,
,00:27:30,79,8.2,07:17,,1445,,16131.90,30.3,,
,00:27:31,79,8.0,07:31,,1445,,16134.60,30.3,,
,00:27:32,80,7.6,07:54,,1445,,16136.40,30.3,,
,00:27:33,80,4.0,15:09,,1445,,16137.60,30.3,,
,00:27:34,79,2.9,21:03,,1445,,16137.90,30.3,,
,00:27:35,79,3.0,20:12,,1446,,16138.00,30.3,,
,00:27:36,79,3.4,17:48,,1446,,16138.90,30.2,,
,00:27:37,79,4.1,14:38,,1446,,16139.40,30.3,,
,00:27:38,79,4.8,12:32,,1446,,16140.40,30.3,,
,00:27:39,78,5.7,10:37,,1446,,16141.10,30.3,,
,00:27:40,78,6.8,08:50,,1446,,16142.50,30.3,,
,00:27:41,78,7.2,08:20,,1446,,16144.80,30.3,,
,00:27:42,78,10.3,05:51,,1446,,16148.10,30.3,,
,00:27:43,78,10.5,05:44,,1446,,16152.10,30.3,,
,00:27:44,78,10.5,05:44,,1446,,16156.10,30.3,,
,00:27:45,78,10.3,05:50,,1446,,16159.60,30.3,,
,00:27:46,78,10.2,05:52,,1446,,16163.00,30.3,,
,00:27:47,78,10.2,05:52,,1446,,16166.20,30.3,,
,00:27:48,78,10.4,05:45,,1446,,16169.60,30.3,,
,00:27:49,78,10.9,05:29,,1446,,16173.30,30.3,,
,00:27:50,78,16.0,03:44,,1446,,16177.10,30.3,,
,00:27:51,78,19.4,03:06,,1446,,16182.40,30.3,,
,00:27:52,78,22.2,02:42,,1446,,16188.70,30.3,,
,00:27:53,78,24.2,02:29,,1446,,16195.50,30.3,,
,00:27:54,77,25.3,02:22,,1446,,16203.20,30.3,,
,00:27:55,77,25.6,02:21,,1446,,16211.20,30.2,,
,00:27:56,77,25.7,02:20,,1446,,16219.80,30.3,,
,00:27:57,77,25.9,02:19,,1446,,16228.20,30.3,,
,00:27:58,76,25.9,02:19,,1446,,16236.30,30.2,,
,00:27:59,76,25.8,02:19,,1446,,16245.70,30.3,,
,00:28:00,75,25.8,02:20,,1446,,16253.10,30.3,,
,00:28:01,75,25.6,02:21,,1446,,16260.60,30.3,,
